@relation InitialSetByLHS

@attribute executorTerminationTimeoutMillis numeric
@attribute maxConnections numeric
@attribute maxKeepAliveRequests numeric
@attribute connectionTimeout numeric
@attribute acceptorThreadCount numeric
@attribute minSpareThreads numeric
@attribute asyncTimeout numeric
@attribute socketBuffer numeric
@attribute maxThreads numeric
@attribute acceptCount numeric
@attribute processorCache numeric
@attribute keepAliveTimeout numeric
@attribute performance numeric

@data
193172,262.003456,12871.136967,129910,23.48396,6379.527387,47809,85726.34242,6184.824036,1280.836377,3816.88075,9348.455231,4545.4
193173,287.600653,12874.747728,129890,23.524469,6395.407306,47769,85853.014997,6159.448218,1281.079338,3817.547407,9303.683728,4470.2
193175,248.49666,12893.226993,130259,23.463965,6390.176433,47935,85756.591597,6184.414484,1251.805233,3823.927429,9031.948786,4263.5
193176,261.406216,12892.189756,130302,23.514905,6375.421178,48263,85906.948782,6168.003406,1288.642071,3818.190549,9253.131108,3043.3
193177,279.004271,12894.60877,130356,23.514084,6395.36865,47820,85947.070983,6171.740198,1262.333884,3813.512987,9083.499808,4878.5
193180,273.321255,12872.126367,130245,23.532022,6380.391459,47743,85961.324425,6184.46718,1269.522227,3832.667121,9065.232915,4563.2
193182,270.355642,12879.654356,130056,23.479023,6369.707996,47965,85721.424018,6182.78172,1264.399676,3819.436047,9255.249312,4615.3
193184,258.01056,12879.20554,130131,23.462848,6378.007575,48048,86040.375759,6176.393048,1270.205318,3827.873149,9330.455314,4364.1
193186,267.014481,12900.882653,130241,23.481472,6400.632112,47769,85878.846195,6163.436145,1262.446809,3811.948581,9077.807232,4837.2
193187,273.182463,12865.241497,130008,23.473451,6378.471153,48340,85863.318376,6185.567724,1292.17,3812.412418,9341.579215,4627.6
193189,263.993945,12902.100578,130264,23.453306,6386.419068,47938,85817.108519,6161.48611,1261.05541,3823.38199,9068.511283,4262.5
193191,286.45376,12890.481763,129945,23.474177,6391.542153,47767,85882.207247,6187.515694,1257.401033,3822.612788,9177.807928,3268.6
193193,271.652842,12879.303251,130281,23.448501,6399.481122,48254,85907.369767,6186.645365,1268.352979,3828.782084,9290.286777,4326.6
193194,250.518005,12857.619606,129954,23.486063,6373.211132,47801,85856.790763,6161.245233,1279.869417,3812.994271,9390.531759,4299.7
193195,261.292211,12896.137667,130360,23.534471,6371.464995,48175,85960.486055,6168.982675,1272.249051,3832.426701,9371.365864,2796.9
193198,294.465943,12899.655799,129899,23.518895,6391.127638,48297,85671.312192,6178.20163,1249.823055,3817.750632,9289.101005,4338.4
193200,271.954542,12881.721298,130134,23.452803,6374.763123,48070,86001.055195,6166.617809,1258.198949,3822.69972,9200.286652,4417.8
193201,252.653837,12876.02467,130288,23.506377,6387.727701,47978,85983.65055,6159.34537,1268.456301,3836.606257,9213.200827,3731.3
193204,272.890902,12889.990074,129954,23.472806,6389.889384,48065,85684.026312,6160.159352,1273.727471,3830.547229,9057.914699,4291.9
193205,264.910458,12901.250392,129845,23.440372,6398.748414,47958,86030.273844,6174.313026,1288.851759,3821.242041,9180.935465,4441.3
193207,278.788235,12859.797214,130022,23.43554,6391.493784,47829,85785.894215,6184.49011,1255.068388,3838.757571,9306.263317,3990.5
193209,239.324511,12858.18645,130035,23.489799,6390.614594,48204,85924.282692,6164.250604,1279.512685,3833.348048,9110.731262,4499.4
193210,280.912103,12888.387332,130099,23.533243,6387.10358,48134,86028.243013,6160.361837,1253.700594,3826.923046,9396.131182,4349.3
193212,285.821253,12872.538265,129957,23.530636,6369.875491,48188,85744.683299,6186.309095,1246.329363,3831.872689,9283.089968,3836.3
193214,278.163124,12896.2773,130287,23.509727,6377.11933,47771,85843.596446,6175.605051,1278.186785,3822.877008,9075.505703,2996.5
193216,256.800075,12862.667903,129855,23.47931,6379.798546,48112,85997.74177,6183.02399,1271.747793,3834.414166,9213.057794,4916.8
193217,252.868385,12870.534303,130191,23.501956,6401.063351,47971,85822.673422,6171.343677,1274.145515,3821.0481,8982.090625,4585
193220,297.263808,12863.658836,130147,23.501834,6376.236175,47710,85754.852742,6157.000492,1265.034078,3811.987942,9134.181684,3964.9
193221,269.596088,12885.836543,130086,23.452285,6397.447075,47861,85885.484249,6180.940279,1281.812488,3815.645385,9225.534337,4172.4
193223,296.865526,12858.965705,129872,23.484669,6376.03056,48083,85958.600336,6175.790196,1252.652844,3835.331976,9115.734269,3927.2
193224,287.552697,12875.253047,130170,23.515657,6386.164775,47774,85779.344042,6161.701614,1280.771954,3832.188129,9099.625342,4079.4
193226,274.581606,12891.609039,130238,23.49216,6390.842442,47825,85915.182386,6176.11697,1254.603073,3828.047478,9389.766978,4002.5
193228,247.824854,12869.202032,130050,23.482351,6368.702162,48231,85813.320784,6159.998276,1269.464064,3836.173968,9246.099378,2974.6
193230,241.978811,12876.901879,130285,23.489239,6385.886886,48119,85760.409959,6185.969789,1271.979689,3815.776936,9140.392778,4206
193231,280.783321,12863.714281,129998,23.45088,6372.481325,47886,85803.676535,6168.132171,1256.399035,3837.823224,9091.616634,3584.6
193234,266.034162,12895.850263,129868,23.467341,6368.232017,47874,85968.011124,6180.728286,1267.554276,3810.237161,9261.445996,4610.5
193235,282.929226,12857.34298,129949,23.535316,6401.3205,48125,85831.389269,6175.301571,1249.734,3838.25312,9268.221555,4358.5
193237,274.24937,12882.264531,129894,23.494119,6373.141699,48121,85842.008973,6170.622755,1271.593272,3837.693097,9118.740708,4441
193240,261.785866,12865.900467,130215,23.503758,6385.980162,47819,85832.507824,6185.173501,1292.793392,3812.787632,9404.823681,4628.2
193241,259.716586,12881.945391,130311,23.456402,6388.144152,48108,86042.436874,6161.518356,1255.757002,3834.914163,9123.503158,3439.3
193243,262.318346,12851.237359,130065,23.53091,6376.615908,48082,85920.553445,6177.83721,1250.738719,3827.092742,9008.952011,3874.4
193244,291.671234,12854.707706,130316,23.532502,6386.717481,48277,85870.930929,6178.229286,1263.047921,3831.606847,9055.115676,3859.4
193246,271.998306,12871.718493,130133,23.51259,6399.303632,48135,85703.482415,6167.944472,1257.918604,3830.354827,9011.765341,4208.4
193248,288.402703,12873.551958,129861,23.533987,6396.184111,48013,85853.22464,6156.352653,1270.101405,3814.653338,9367.767561,4672.9
193250,299.294014,12874.965144,130007,23.49663,6400.323464,48165,85724.605244,6157.706472,1259.954929,3832.999954,9285.911058,4712.5
193252,240.280657,12869.568336,129996,23.453945,6379.311105,48286,85669.199751,6184.723805,1290.037469,3810.877912,9215.498396,3920.9
193254,295.629076,12880.347974,129792,23.5127,6396.789963,48326,85965.358914,6164.553015,1291.445962,3835.47581,9109.458855,4342.1
193256,271.413717,12873.057407,130140,23.474552,6372.946354,48075,86037.132262,6179.84287,1258.016762,3821.718846,8986.641282,4404.7
193257,241.760049,12855.430161,130119,23.494004,6374.233051,48235,85692.309656,6157.867834,1274.792306,3838.986032,9132.217831,4832.1
193258,293.79231,12893.674315,130286,23.507256,6391.017623,48331,85944.137593,6171.622248,1246.169199,3832.639602,9361.387427,4649.1
193261,289.150201,12869.415159,130102,23.460488,6374.111165,47731,85941.772746,6168.669711,1253.976556,3835.098677,9331.163456,4746.9
193262,246.806417,12866.226468,129779,23.500519,6387.562429,47983,85897.255881,6177.196818,1249.488588,3839.297024,9166.819593,2226.6
193264,245.051699,12882.824552,130097,23.439404,6371.735115,48025,86007.708805,6156.445193,1279.752493,3814.974594,9287.038854,4501.8
193267,243.540012,12870.405669,129778,23.511496,6393.573756,47759,85664.775402,6164.994591,1248.01162,3828.276312,8980.379845,3888.3
193267,276.679484,12857.926445,129950,23.467772,6382.314136,47763,85900.341083,6169.482635,1286.624699,3830.273428,9074.24489,4210
193271,289.498938,12866.054632,129804,23.449109,6394.743563,48034,85665.641097,6185.041583,1293.82457,3826.538511,9155.891081,4625.5
193271,287.307098,12891.445847,130013,23.45289,6379.928615,48282,85742.415222,6179.873326,1261.524438,3824.595034,9211.847512,4095.3
193273,268.040007,12895.342848,130204,23.448401,6372.031094,47908,85932.656182,6172.530631,1289.466072,3821.870268,9279.597815,3492.5
193275,263.189732,12883.735505,129832,23.51112,6384.07897,48067,85799.723968,6164.121447,1268.112672,3825.498024,9355.004837,4110.1
193277,297.924063,12855.049748,130338,23.48792,6371.575959,48098,86010.761839,6173.171929,1266.919335,3815.969617,9414.99767,2850.1
193279,279.494764,12902.804639,129809,23.449008,6371.885185,47928,86017.712328,6175.168611,1261.266056,3814.385211,9265.518426,2915
193280,289.262798,12887.260116,130296,23.518315,6401.540984,47877,85987.44496,6170.859013,1257.112152,3841.353523,9283.725065,4660
193283,294.703035,12872.378022,129975,23.493275,6394.692463,47887,85782.023651,6182.630735,1276.0268,3834.121701,9398.095241,4466.2
193285,284.772074,12867.483715,129849,23.509596,6387.190794,47901,86033.944933,6185.879954,1248.768052,3817.576953,9018.710551,4904.6
193287,284.327156,12877.760879,130067,23.50262,6399.159497,47716,85666.328116,6164.684994,1282.222218,3820.475378,9170.468734,4025
193287,294.243515,12883.550059,129959,23.534348,6395.809138,48028,85739.355458,6187.695512,1278.976981,3816.733211,9025.873275,3156.9
193289,279.148087,12895.748033,130203,23.448175,6380.974835,47780,86043.184119,6158.996606,1269.18486,3823.261531,9403.801547,3782.7
193291,243.621149,12859.156302,130334,23.507843,6390.39492,47859,85826.134373,6163.185992,1290.578846,3814.781298,9113.334028,4478.1
193293,272.606267,12892.918774,130116,23.468676,6397.423826,48002,85778.424033,6182.011202,1246.829067,3838.161377,9394.810286,4604.4
193295,295.29284,12894.821195,130059,23.503239,6375.553934,47988,85777.851469,6182.084561,1275.878288,3820.430038,9139.218366,3909.8
193296,273.750559,12895.973884,129974,23.495854,6374.133638,47923,85910.392835,6161.090526,1289.764809,3835.76823,9146.462844,1546.4
193299,260.125307,12865.629054,129952,23.460118,6399.784274,48304,86015.921299,6174.09877,1250.134057,3829.612725,9217.609252,4598.1
193300,253.691268,12892.030292,130277,23.480235,6380.024816,47838,85677.265073,6160.241216,1279.25467,3821.151064,9366.140734,4883
193303,249.90647,12891.662702,130002,23.525845,6368.038422,47761,85825.868931,6174.222032,1248.691325,3835.874036,9082.738698,4485.7
193304,276.406513,12856.91579,129794,23.516546,6379.670883,47930,85795.414676,6172.010417,1279.144845,3829.81722,9400.53691,4659.4
193305,238.893901,12873.775331,129854,23.463493,6397.061978,48071,85971.341673,6183.66481,1265.950318,3838.878971,9021.365877,4237.6
193308,256.994198,12864.905284,130273,23.454616,6401.852454,47884,85978.801066,6174.12198,1266.425988,3819.092004,9137.417534,4674.4
193310,272.38314,12872.006248,129964,23.525142,6385.150034,47986,85973.952708,6162.10726,1285.989613,3830.709556,9345.955169,3923.7
193310,272.540869,12878.695013,130043,23.492871,6369.229359,48327,85913.864081,6162.370991,1247.604797,3827.452939,9103.786171,4597.1
193313,258.832652,12891.836439,129797,23.454969,6382.66316,47902,85950.975663,6159.919083,1255.587462,3833.647066,9250.613614,2305.3
193315,285.217704,12862.582209,130152,23.438602,6376.311245,47872,85805.317176,6175.054377,1281.392178,3837.1564,9291.09486,4905.6
193316,262.889176,12875.218932,129853,23.499045,6381.258,48286,85899.802073,6177.56833,1260.209512,3837.361522,9273.837233,4509.6
193318,274.880914,12859.388637,129847,23.486222,6391.67616,48113,85691.789393,6169.607351,1278.738844,3819.670402,9092.47656,4478.9
193320,288.73624,12858.397878,130249,23.482969,6370.612459,48053,85930.950727,6164.800918,1293.556261,3825.3342,9417.269697,3921.5
193322,279.200821,12886.397471,130267,23.532177,6385.579586,47893,85714.239593,6158.115437,1268.674229,3835.95528,9254.639409,2320.7
193324,280.087609,12886.173338,130123,23.483138,6379.174459,48215,86001.546896,6168.8606,1295.988626,3818.658921,9298.302807,3726
193325,257.254861,12858.759966,129843,23.488234,6371.181416,47879,85720.475411,6166.275824,1262.029553,3839.778012,9332.681284,4830.3
193328,252.342429,12853.335699,130088,23.485492,6373.648252,48051,86022.7864,6176.523148,1285.674984,3833.767848,9014.302247,3582.6
193329,299.406807,12881.803366,130349,23.508308,6369.943353,47797,85959.082445,6179.757808,1295.050914,3816.581937,9076.717128,4453.5
193332,259.169828,12887.036694,130315,23.527829,6378.081282,48129,85819.316531,6177.902484,1260.528025,3817.87556,9090.012096,2797.8
193332,239.405451,12889.550518,130217,23.459451,6368.138224,48076,85719.466142,6160.072059,1271.133257,3810.641619,9144.661501,4667.6
193334,266.333752,12876.602968,130301,23.439236,6379.463566,48143,85913.250785,6177.378524,1286.224799,3838.623144,9123.82155,4683.5
193337,281.299021,12896.928633,129982,23.482867,6382.90568,47727,85972.509889,6187.050475,1256.031083,3812.256607,9336.326842,4020.5
193337,244.919784,12886.949143,130078,23.439819,6399.640593,47843,85765.543412,6178.964478,1279.028305,3818.052057,9159.419326,3954.9
193340,293.108607,12866.575643,130057,23.533278,6377.477783,48036,85683.161758,6156.126366,1289.926757,3815.441833,8999.687894,3042.6
193342,253.532732,12849.498343,130025,23.472988,6394.121709,48204,85807.05075,6178.055359,1273.653984,3827.773504,9198.083238,4209
193343,278.918845,12884.403626,129897,23.443997,6392.854948,47837,85818.42343,6169.788721,1257.262275,3826.348412,9005.436778,4407.1
193345,244.096736,12888.065122,130114,23.48838,6371.014994,48348,85947.471345,6177.371443,1276.949473,3832.935092,9119.398372,4606.2
193347,286.015134,12891.121733,130271,23.486336,6371.205736,47987,85860.383752,6171.368307,1284.965348,3825.384582,9178.107162,4535.9
193349,271.04866,12883.074757,129969,23.474972,6376.968592,48056,85904.401822,6156.606443,1246.080983,3822.138498,9397.199377,2474.1
193351,274.539657,12865.136081,130246,23.457215,6400.880977,48159,85992.008426,6166.897349,1293.425661,3817.09454,9097.832016,4285.3
193352,285.454551,12855.619851,129887,23.524161,6396.923495,47839,85880.494509,6187.642133,1251.644659,3837.245907,9343.7903,4877.3
193354,291.417458,12878.827059,129942,23.520291,6380.513708,47873,86005.018306,6156.032542,1246.202175,3811.820922,9414.057409,4200.7
193357,276.113908,12850.706209,130121,23.457877,6370.083761,48163,85767.179789,6181.863188,1262.546279,3821.572973,9240.60946,2360.5
193358,247.122851,12857.175504,130355,23.512963,6370.757414,48240,85862.257801,6168.695147,1248.567316,3834.456682,9375.400824,4554.5
193359,295.247544,12881.398931,130358,23.5104,6385.739145,48291,85929.56116,6159.321971,1291.517656,3828.086048,9241.420817,4728
193362,277.559425,12853.776203,129990,23.463092,6389.428052,48098,85867.495849,6182.721916,1250.218925,3814.584103,9133.140446,3249.8
193363,275.295799,12877.306674,130054,23.440041,6378.196134,47921,86016.648004,6182.127037,1285.763099,3816.277428,9224.395308,4402.5
193365,248.661903,12850.088161,129850,23.46289,6379.600338,48044,85959.866965,6169.068603,1287.31582,3839.89872,9236.031916,2755.8
193367,253.904869,12864.585052,130062,23.524463,6398.570367,47984,85694.944031,6170.093084,1283.654291,3822.056371,9409.679623,4507.3
193368,281.707136,12898.52211,129842,23.46669,6375.269798,48333,85784.932832,6163.539803,1248.817834,3830.191872,9203.774993,3867.1
193371,244.214022,12900.183106,129792,23.534105,6381.802429,47963,85763.318391,6172.61012,1290.216949,3816.593634,9188.987877,4485.2
193373,280.40448,12896.824683,130061,23.526388,6380.70505,48258,85758.617933,6185.186875,1265.336183,3818.461659,9332.10261,4582.6
193375,294.051457,12874.16781,130362,23.478786,6377.271994,48194,85670.075443,6165.553579,1275.27762,3839.385282,9364.873669,4422
193376,249.526834,12894.333741,130295,23.442148,6397.903807,47882,85732.909696,6183.195697,1290.825031,3825.738039,9353.802791,4487.6
193378,286.793587,12853.860567,130226,23.441835,6382.134312,47976,85701.884154,6178.457153,1286.363974,3820.065511,8970.197968,2593.9
193379,265.498602,12898.586273,129987,23.52906,6373.719086,48212,85921.278647,6164.854005,1281.970103,3810.303817,9135.137888,2984.6
193382,291.057495,12849.990635,129900,23.532948,6375.800014,47753,86024.39712,6168.578071,1283.476955,3834.202243,9280.510324,4128.5
193383,284.203837,12860.427344,130213,23.498652,6368.435117,48217,85826.911047,6166.516057,1290.455209,3818.793286,9243.25562,4225.9
193385,291.851337,12898.973456,129820,23.464406,6389.676234,47947,85750.178194,6171.268595,1247.278147,3837.525245,9392.230849,4281.7
193386,248.200847,12871.791534,129826,23.502235,6396.025413,47992,85835.955502,6158.746388,1275.112547,3827.178255,9321.66037,4578.9
193388,257.602461,12892.804823,129979,23.449749,6382.452011,47881,86009.542698,6172.243465,1285.560716,3825.196512,9412.290448,4227.6
193391,279.636516,12870.015325,130260,23.486698,6386.07851,47910,85922.302033,6170.376392,1262.887622,3840.051226,9257.719222,3751.7
193393,289.629998,12849.312848,130143,23.499656,6393.531979,47804,85953.827217,6164.757056,1275.597288,3819.900668,9373.320776,4618.9
193394,251.540607,12892.59789,130033,23.450617,6398.473846,47801,85868.633079,6157.119487,1259.774667,3815.607466,9108.09919,4614.3
193396,262.5117,12880.540683,130297,23.517009,6372.091313,47723,85940.082943,6169.855986,1247.083115,3828.421147,9161.095367,4759.2
193398,251.299325,12895.522734,130365,23.51919,6382.787267,47917,85979.97493,6160.182611,1291.003408,3815.295717,9013.154129,4584.3
193399,241.681782,12895.631944,130036,23.486606,6368.589915,48247,85935.435563,6187.008942,1280.617907,3820.239878,9420.205431,2386
193402,244.366384,12868.071636,130006,23.521586,6400.438654,47972,85696.695072,6182.887802,1255.983037,3841.12331,9357.897776,4228.8
193403,275.191546,12862.369794,129856,23.469587,6381.940843,48037,86012.487677,6186.687453,1251.494662,3815.826253,9232.219762,4683.8
193405,255.532869,12858.101361,130163,23.487307,6385.831134,48266,85870.211918,6166.741608,1266.83425,3839.553418,9416.081403,4171.9
193407,295.719534,12854.119634,130332,23.517746,6374.716941,48168,85686.412721,6170.471371,1282.988881,3824.265109,9093.644253,4259.6
193409,296.080137,12896.324578,130253,23.500433,6372.620381,47745,85838.564427,6184.022083,1274.065221,3823.460201,9353.096545,4573.6
193411,285.528997,12886.768364,130209,23.446705,6386.240673,47795,85823.462395,6160.492816,1291.166505,3828.321477,9230.806456,3303.5
193411,283.955031,12896.72344,130213,23.487482,6376.793486,48152,86023.278075,6174.273108,1249.972352,3823.687603,9244.105276,3295.2
193413,242.929427,12889.292159,130109,23.435788,6375.647145,48154,85741.722559,6161.296318,1258.453952,3818.895859,9165.968686,3929.8
193416,249.025679,12882.195296,130031,23.452036,6383.533861,48169,85718.260681,6186.735801,1254.771673,3828.685538,9263.986495,4491.3
193417,287.14193,12849.42771,130269,23.522305,6401.671281,48306,85748.361599,6172.792927,1261.638596,3833.479761,9358.775113,4581.5
193418,245.151132,12872.70496,130333,23.45156,6399.277701,47750,86044.482563,6164.426756,1271.291752,3838.713222,9098.488698,4280.1
193421,277.995201,12856.484896,130039,23.48778,6385.247164,48359,86030.788247,6182.602022,1288.593061,3833.49326,9173.476327,4258.7
193422,275.073115,12854.757014,130327,23.437882,6396.62844,48130,85901.112504,6161.908863,1252.383958,3837.979397,9275.477704,4592.5
193425,259.945865,12885.297831,130137,23.480707,6388.240507,47918,85682.392822,6179.242577,1276.141683,3828.202333,9293.57684,2675.1
193427,245.373152,12870.868587,129790,23.466649,6386.58873,47792,85916.058025,6173.936462,1280.130961,3840.489207,9062.561793,3955.9
193428,275.491954,12859.886239,130331,23.499297,6371.624243,48046,85973.382897,6168.387642,1268.712502,3838.401704,9138.344984,4481.3
193429,252.233331,12860.158069,130075,23.447928,6391.954399,47755,85822.187441,6183.468578,1254.359304,3813.319459,9242.466744,4151.7
193432,254.275279,12871.442111,129997,23.526691,6384.404223,47868,85841.073365,6168.203771,1272.343137,3816.200964,9305.298698,4445.3
193434,276.873983,12877.4922,129770,23.438769,6398.059876,48092,85968.704179,6171.575989,1282.786928,3820.260038,9104.60722,4245.8
193435,283.679475,12894.031601,129928,23.52919,6378.790999,48317,85772.255891,6181.765161,1289.633913,3811.219712,9312.414638,3658.2
193438,245.444524,12880.317007,130189,23.506202,6368.981586,47709,86033.276862,6184.935875,1264.061487,3811.719204,9051.838991,4264.2
193440,256.577465,12901.057111,129859,23.465896,6392.90669,48320,85848.333732,6167.396256,1295.866596,3831.785459,9302.298116,4862.1
193440,248.898744,12868.889028,130107,23.520782,6370.198771,48074,85723.541617,6156.559798,1269.870337,3815.06255,9090.60244,3436.7
193443,282.633129,12861.679517,130100,23.457802,6371.356891,48090,85993.212919,6184.100539,1261.332086,3837.840059,9205.27331,3819.6
193444,272.140792,12860.578274,130239,23.492449,6379.116245,48196,86012.078115,6186.552769,1257.528036,3824.083339,9040.677846,4646.1
193446,251.892933,12894.547487,129857,23.528631,6388.994637,48260,85784.28577,6173.793304,1278.035447,3823.620406,9002.363217,4493.6
193448,297.287134,12857.721402,129825,23.528124,6388.814558,47849,85685.653811,6184.789139,1258.272228,3810.349996,9125.950889,4267.2
193450,267.718282,12887.879858,130171,23.509157,6390.140389,47852,85815.175727,6168.088117,1264.271611,3816.483149,8986.066839,4354.8
193452,266.42075,12900.814521,130313,23.516313,6395.918048,48315,85920.195879,6163.327079,1289.52377,3810.008489,9314.916864,4687.5
193454,291.108369,12877.530003,129965,23.443209,6400.651027,47706,85933.657511,6178.122742,1284.290133,3824.851179,9379.01104,4590.3
193455,298.288828,12900.342116,130254,23.488821,6388.720279,48017,85875.003317,6180.63939,1287.591949,3822.225355,9023.43006,2663.3
193457,280.270279,12867.136161,130242,23.500004,6379.399847,47809,85756.819553,6161.798272,1278.692346,3819.475635,9280.980564,4843
193459,270.770218,12873.253519,129793,23.453566,6393.719335,47979,85694.308719,6179.306393,1266.730666,3820.145127,9190.190783,3996
193461,262.716126,12888.912669,130339,23.501488,6397.722532,47945,85876.040718,6181.349224,1286.729284,3814.687179,9171.087679,4815.7
193463,298.225932,12852.349395,129977,23.444697,6381.692464,47941,85835.188182,6167.344654,1292.376434,3833.683894,9035.768485,3824.7
193465,267.493967,12863.28406,129908,23.510241,6400.805085,48300,86006.806278,6169.266323,1252.093719,3831.526292,9370.460908,4694.1
193466,246.064931,12878.211685,130176,23.435878,6398.176553,47811,85667.47885,6173.393287,1273.524051,3815.432767,8991.833467,3561.4
193467,293.190279,12892.350972,129833,23.487137,6397.838716,47818,85976.229136,6170.209768,1278.324686,3818.930337,9171.786323,4639.7
193470,253.760476,12888.581474,130093,23.51468,6385.093919,48137,85902.720562,6156.139595,1282.420813,3838.592979,9271.479632,1872.2
193472,265.16476,12886.535827,130014,23.445394,6377.927661,48259,85958.087278,6172.454683,1246.767849,3819.283144,9359.788873,3417.7
193473,287.439316,12863.032215,130307,23.52182,6387.407899,47815,85832.167102,6167.293788,1267.385121,3821.960392,9020.09075,4859.2
193476,299.94521,12850.327228,130293,23.497716,6369.528914,48068,85984.51744,6162.874535,1266.660064,3840.392862,9039.823202,3681.3
193476,295.920956,12855.916788,130301,23.442691,6378.205725,48184,85962.90553,6184.302535,1283.280344,3821.793134,9060.908702,4820.3
193479,255.417264,12854.61303,130165,23.463268,6375.031864,48366,86035.953974,6166.076262,1250.331506,3810.475832,9208.977443,3373.9
193481,241.063303,12850.617824,130032,23.494623,6378.855168,48299,85690.00708,6176.335097,1253.199795,3812.716144,9385.592186,2713.9
193482,285.626752,12861.43904,129933,23.470469,6380.214817,48070,85753.766894,6184.60485,1283.34371,3841.380234,9032.487441,4127.9
193483,268.277922,12899.409765,130337,23.494429,6370.010434,47717,85845.294101,6175.987794,1294.14368,3818.712353,9183.824331,3883.7
193486,244.539432,12891.057294,130221,23.464263,6378.640391,47778,85697.490092,6156.959125,1277.806893,3817.235242,8984.244888,4154.1
193487,262.961191,12884.8841,130092,23.518764,6393.251801,47848,85794.228542,6180.04855,1285.393886,3813.79426,9050.365711,2974.7
193490,247.257876,12867.714865,130228,23.464939,6401.72876,48177,85837.139707,6157.312493,1276.34492,3821.983459,9387.432821,4316.9
193491,296.410614,12864.100238,129990,23.513748,6374.868472,48289,85693.892449,6157.975278,1264.917457,3829.501659,8992.959206,4767.3
193493,247.982276,12875.481168,130306,23.44126,6369.824743,48193,85787.555622,6175.472396,1272.001254,3823.206371,9377.795975,4801
193495,283.110553,12896.443468,130090,23.441302,6387.46314,48191,85798.819968,6178.981836,1291.254616,3819.155253,9140.863202,4026.7
193496,250.364921,12873.878689,129789,23.477292,6389.063713,47784,85772.864093,6157.580219,1283.704278,3819.044563,9047.75944,2532.6
193499,250.594647,12895.314459,129930,23.521922,6396.55774,48088,85857.805334,6162.721327,1279.972216,3822.539917,9206.919577,4591.7
193500,274.407128,12855.877115,129984,23.508964,6378.534315,47967,85898.136477,6167.013408,1295.435319,3840.31046,9115.403093,4868.1
193502,239.843194,12851.345756,130103,23.528854,6395.184881,48117,85864.000335,6159.724468,1277.188441,3838.131354,9238.872953,4454.5
193503,265.64238,12901.017811,130345,23.438467,6393.096975,48022,85707.456042,6158.183542,1268.067756,3839.011339,9131.333291,4296.9
193505,296.944739,12866.911723,130108,23.522102,6389.974427,48280,85810.163728,6181.942803,1252.199652,3829.963893,9003.307686,4956.6
193507,238.524441,12860.286592,130174,23.525425,6387.262191,47959,85688.189866,6176.964113,1260.470564,3833.268357,9000.97527,4163.6
193510,264.598158,12877.07338,129808,23.49671,6384.369736,47956,85854.5821,6158.834493,1275.765217,3816.125191,9156.707048,4861.1
193511,280.710219,12857.011744,130098,23.481234,6401.933574,48033,86034.843779,6181.721763,1259.694645,3814.249349,9273.467736,2418.7
193513,259.566487,12892.462605,129919,23.461469,6393.989015,47739,85705.594649,6161.678433,1247.931188,3838.295564,9413.109092,4855.4
193515,292.338135,12883.431259,130314,23.462216,6379.269647,48207,85770.919358,6186.97273,1249.285315,3830.829147,9402.87911,4442.4
193516,274.712771,12899.82513,129821,23.49759,6385.752294,47961,85757.747381,6170.402464,1257.398691,3834.677729,9136.875644,4570.3
193519,298.037761,12884.296215,130206,23.466872,6375.343363,48342,85751.98494,6168.470249,1280.489313,3818.555169,9351.162894,3919.4
193519,278.24319,12899.272805,130309,23.452575,6384.855496,47878,85936.899193,6162.507401,1288.967879,3836.758679,9206.38891,3745.3
193522,246.569506,12883.876282,130265,23.481785,6392.683347,48079,86028.881656,6182.176657,1287.049666,3831.416022,9269.64763,4543.6
193523,270.485742,12868.282572,130280,23.480948,6373.258085,48322,85890.107341,6156.292656,1247.513316,3813.849455,9071.532161,4274
193526,260.7601,12860.504279,129926,23.491164,6379.029827,47964,85791.510448,6161.877962,1269.606799,3838.862887,9233.506927,4067.2
193528,281.595723,12892.2186,130329,23.515372,6372.175786,47824,86016.848769,6171.805187,1259.171646,3832.020569,8974.036955,2108.6
193530,273.898658,12875.803757,129900,23.450467,6388.603254,48248,85725.287074,6169.654616,1273.049231,3824.693405,9418.265003,4552
193531,260.378306,12883.621052,130168,23.511307,6378.926849,47803,85917.078779,6178.74153,1253.847403,3820.562811,9226.33338,4882
193532,241.24907,12862.442545,130262,23.535206,6371.800588,47969,85951.729081,6167.518241,1290.982221,3833.863853,9043.787241,4214.4
193534,290.529448,12901.643907,129944,23.506639,6375.693351,48106,85981.565543,6177.668664,1256.467835,3827.27921,9339.773783,2272.4
193536,263.549503,12850.41823,129882,23.478266,6399.123233,48273,85828.759713,6174.508068,1266.507726,3822.847322,9028.711205,4293.7
193538,279.787415,12865.487321,130278,23.464543,6383.316011,48316,85684.183921,6156.785454,1288.242587,3813.721883,9230.13444,4311.3
193539,257.868762,12879.496504,130069,23.459737,6370.961615,48309,85847.150764,6173.076828,1260.934027,3835.411676,9179.827589,4855.9
193542,276.194183,12898.224957,130147,23.470096,6390.458022,48323,85673.065082,6181.150435,1292.609107,3819.743532,9207.797656,4216.3
193544,249.372295,12864.322343,130199,23.530102,6380.494368,48062,86019.539343,6179.683856,1276.658379,3837.291026,8987.482579,4247.9
193546,248.384975,12864.453755,130119,23.525011,6385.40635,47824,85794.787413,6177.045665,1256.769639,3817.693333,9147.658749,4805.4
